tournament_id,tournament_date,tournament_name,discipline,discipline_name,player_id,surname,given_name,player_name,country,city,place,points,source_url,scraped_at
54570,2026-03-15,Zlota Bila,continuation,Пирамида с продолжением,68408,Трачук,Кірілл,Трачук Кірілл,UKR,Хмельницький,1,35.5,https://tournamentservice.net/embed/54570/standing,2026-08-25T13:39:02.326270+00:00
54570,2026-03-15,Zlota Bila,continuation,Пирамида с продолжением,98039,Одарюк,Михаил,Одарюк Михаил,ESP,Benidorm,2,23.5,https://tournamentservice.net/embed/54570/standing,2026-08-25T13:39:02.326270+00:00
54570,2026-03-15,Zlota Bila,continuation,Пирамида с продолжением,10481,Баблюк,Евгений,Баблюк Евгений,UKR,Кам'янець-Подільский,3-4,17.5,https://tournamentservice.net/embed/54570/standing,2026-08-25T13:39:02.326270+00:00
54570,2026-03-15,Zlota Bila,continuation,Пирамида с продолжением,97235,Сливинский,Андрей,Сливинский Андрей,POL,,3-4,17.5,https://tournamentservice.net/embed/54570/standing,2026-08-25T13:39:02.326270+00:00
54570,2026-03-15,Zlota Bila,continuation,Пирамида с продолжением,88403,Lavryk,Yevgen,Lavryk Yevgen,POL,Warszawa,5-8,13.5,https://tournamentservice.net/embed/54570/standing,2026-08-25T13:39:02.326270+00:00
54570,2026-03-15,Zlota Bila,continuation,Пирамида с продолжением,92409,Конишев,Никита,Конишев Никита,POL,,5-8,13.5,https://tournamentservice.net/embed/54570/standing,2026-08-25T13:39:02.326270+00:00
54570,2026-03-15,Zlota Bila,continuation,Пирамида с продолжением,87816,Курчевский,Даниил,Курчевский Даниил,POL,,5-8,13.5,https://tournamentservice.net/embed/54570/standing,2026-08-25T13:39:02.326270+00:00
54570,2026-03-15,Zlota Bila,continuation,Пирамида с продолжением,43938,Таланенко,Олександр,Таланенко Олександр,POL,Wrocław,5-8,13.5,https://tournamentservice.net/embed/54570/standing,2026-08-25T13:39:02.326270+00:00
54570,2026-03-15,Zlota Bila,continuation,Пирамида с продолжением,96997,Klubkov,Dmytro,Klubkov Dmytro,POL,Warszawa,9-16,11.5,https://tournamentservice.net/embed/54570/standing,2026-08-25T13:39:02.326270+00:00
54570,2026-03-15,Zlota Bila,continuation,Пирамида с продолжением,97675,Бугаєць,Роман,Бугаєць Роман,POL,Варшава,9-16,11.5,https://tournamentservice.net/embed/54570/standing,2026-08-25T13:39:02.326270+00:00
54570,2026-03-15,Zlota Bila,continuation,Пирамида с продолжением,45956,Бікметов,Максим,Бікметов Максим,UKR,Покровськ,9-16,11.5,https://tournamentservice.net/embed/54570/standing,2026-08-25T13:39:02.326270+00:00
54570,2026-03-15,Zlota Bila,continuation,Пирамида с продолжением,89180,Лапко,Алексей,Лапко Алексей,POL,,9-16,11.5,https://tournamentservice.net/embed/54570/standing,2026-08-25T13:39:02.326270+00:00
54570,2026-03-15,Zlota Bila,continuation,Пирамида с продолжением,26032,Попов,Олександр,Попов Олександр,UKR,Харків,9-16,11.5,https://tournamentservice.net/embed/54570/standing,2026-08-25T13:39:02.326270+00:00
54570,2026-03-15,Zlota Bila,continuation,Пирамида с продолжением,100025,Рупаевский,Адик,Рупаевский Адик,ESP,Benidorm,9-16,11.5,https://tournamentservice.net/embed/54570/standing,2026-08-25T13:39:02.326270+00:00
54570,2026-03-15,Zlota Bila,continuation,Пирамида с продолжением,64943,Собачинский,Владислав,Собачинский Владислав,UKR,Кам'янець-Подільский,9-16,11.5,https://tournamentservice.net/embed/54570/standing,2026-08-25T13:39:02.326270+00:00
54570,2026-03-15,Zlota Bila,continuation,Пирамида с продолжением,87908,Тихонов,Роман,Тихонов Роман,POL,Warszawa,9-16,11.5,https://tournamentservice.net/embed/54570/standing,2026-08-25T13:39:02.326270+00:00
54570,2026-03-15,Zlota Bila,continuation,Пирамида с продолжением,53732,Kondratuk,Alexandr,Kondratuk Alexandr,POL,Warszawa,17-24,7.5,https://tournamentservice.net/embed/54570/standing,2026-08-25T13:39:02.326270+00:00
54570,2026-03-15,Zlota Bila,continuation,Пирамида с продолжением,38885,Бурлака,Валерій,Бурлака Валерій,UKR,Запоріжжя,17-24,7.5,https://tournamentservice.net/embed/54570/standing,2026-08-25T13:39:02.326270+00:00
54570,2026-03-15,Zlota Bila,continuation,Пирамида с продолжением,9707,Вишневский,Денис,Вишневский Денис,UKR,Запоріжжя,17-24,7.5,https://tournamentservice.net/embed/54570/standing,2026-08-25T13:39:02.326270+00:00
