tournament_id,tournament_date,match_id,round,round_name,match_number,player_a_id,player_a_name,player_a_score,player_b_id,player_b_name,player_b_score,table_number,started_at,ended_at,source_url
54767,2026-04-25,2869385,R1,Первый тур,2,90817,Денисенко Игорь,44,224,Плешко Марк,50,02,2026-04-25T08:10:48+00:00,2026-04-25T10:55:02+00:00,https://tournamentservice.net/embed/54767/standing
54767,2026-04-25,2869389,R1,Первый тур,6,67737,Бойко Семен,28,25198,Aguzov Igor,40,3,2026-04-25T08:11:17+00:00,2026-04-25T09:58:41+00:00,https://tournamentservice.net/embed/54767/standing
54767,2026-04-25,2869390,R1,Первый тур,7,38885,Бурлака Валерій,30,89057,Shmyrko Bohdan,40,4,2026-04-25T08:11:27+00:00,2026-04-25T10:01:05+00:00,https://tournamentservice.net/embed/54767/standing
54767,2026-04-25,2869393,R1,Первый тур,10,45929,Гавадзюк Сергей,40,95609,Ivan Attila,30,5,2026-04-25T08:11:38+00:00,2026-04-25T09:57:22+00:00,https://tournamentservice.net/embed/54767/standing
54767,2026-04-25,2869394,R1,Первый тур,11,89055,Bondarenko Anton,26,98851,Гидрат Антон,40,6,2026-04-25T08:11:58+00:00,2026-04-25T10:02:34+00:00,https://tournamentservice.net/embed/54767/standing
54767,2026-04-25,2869397,R1,Первый тур,14,98039,Одарюк Михаил,30,33264,Білий Любомир,40,01,2026-04-25T08:12:07+00:00,2026-04-25T09:41:17+00:00,https://tournamentservice.net/embed/54767/standing
54767,2026-04-25,2869398,R1,Первый тур,15,100908,Aksen Vladislav,33,85,Мищенко Адриан,40,9,2026-04-25T08:12:16+00:00,2026-04-25T10:02:55+00:00,https://tournamentservice.net/embed/54767/standing
54767,2026-04-25,2869401,R1,Первый тур,18,64943,Собачинский Владислав,40,96995,Lobov Maksym,36,010,2026-04-25T08:12:23+00:00,2026-04-25T09:44:49+00:00,https://tournamentservice.net/embed/54767/standing
54767,2026-04-25,2869402,R1,Первый тур,19,85743,Kyselov Yevhenii,21,68408,Трачук Кірілл,50,01,2026-04-25T09:41:50+00:00,2026-04-25T10:53:59+00:00,https://tournamentservice.net/embed/54767/standing
54767,2026-04-25,2869405,R1,Первый тур,22,39029,Череватый Денис,40,98340,Bariev Anatoliy,26,010,2026-04-25T09:45:26+00:00,2026-04-25T11:06:53+00:00,https://tournamentservice.net/embed/54767/standing
54767,2026-04-25,2869406,R1,Первый тур,23,9926,Олейник Иван,33,100907,Voronko Daniil,40,5,2026-04-25T09:57:37+00:00,2026-04-25T11:23:13+00:00,https://tournamentservice.net/embed/54767/standing
54767,2026-04-25,2869409,R1,Первый тур,26,100906,Pavlovich Timofey,50,17811,Дементий Данил,36,3,2026-04-25T09:59:46+00:00,2026-04-25T11:24:14+00:00,https://tournamentservice.net/embed/54767/standing
