tournament_id,tournament_date,tournament_name,discipline,discipline_name,player_id,surname,given_name,player_name,country,city,place,points,source_url,scraped_at
55755,2026-08-09,Zlota Bila,continuation,Пирамида с продолжением,53373,Мієнко,Олексій,Мієнко Олексій,UKR,Київ,1,34.0,https://tournamentservice.net/embed/55755/standing,2026-08-25T13:39:06.880155+00:00
55755,2026-08-09,Zlota Bila,continuation,Пирамида с продолжением,56346,Dementii,Danylo,Dementii Danylo,POL,Kraków,2,22.0,https://tournamentservice.net/embed/55755/standing,2026-08-25T13:39:06.880155+00:00
55755,2026-08-09,Zlota Bila,continuation,Пирамида с продолжением,58151,Єфремов,Олексій,Єфремов Олексій,UKR,Запоріжжя,3-4,16.0,https://tournamentservice.net/embed/55755/standing,2026-08-25T13:39:06.880155+00:00
55755,2026-08-09,Zlota Bila,continuation,Пирамида с продолжением,43938,Таланенко,Олександр,Таланенко Олександр,POL,Wrocław,3-4,16.0,https://tournamentservice.net/embed/55755/standing,2026-08-25T13:39:06.880155+00:00
55755,2026-08-09,Zlota Bila,continuation,Пирамида с продолжением,10481,Баблюк,Евгений,Баблюк Евгений,UKR,Кам'янець-Подільский,5-8,12.0,https://tournamentservice.net/embed/55755/standing,2026-08-25T13:39:06.880155+00:00
55755,2026-08-09,Zlota Bila,continuation,Пирамида с продолжением,87815,Клубков,Дмитрий,Клубков Дмитрий,POL,,5-8,12.0,https://tournamentservice.net/embed/55755/standing,2026-08-25T13:39:06.880155+00:00
55755,2026-08-09,Zlota Bila,continuation,Пирамида с продолжением,89180,Лапко,Алексей,Лапко Алексей,POL,,5-8,12.0,https://tournamentservice.net/embed/55755/standing,2026-08-25T13:39:06.880155+00:00
55755,2026-08-09,Zlota Bila,continuation,Пирамида с продолжением,68408,Трачук,Кірілл,Трачук Кірілл,UKR,Хмельницький,5-8,12.0,https://tournamentservice.net/embed/55755/standing,2026-08-25T13:39:06.880155+00:00
55755,2026-08-09,Zlota Bila,continuation,Пирамида с продолжением,88403,Lavryk,Yevgen,Lavryk Yevgen,POL,Warszawa,9-16,10.0,https://tournamentservice.net/embed/55755/standing,2026-08-25T13:39:06.880155+00:00
55755,2026-08-09,Zlota Bila,continuation,Пирамида с продолжением,97675,Бугаєць,Роман,Бугаєць Роман,POL,Варшава,9-16,10.0,https://tournamentservice.net/embed/55755/standing,2026-08-25T13:39:06.880155+00:00
55755,2026-08-09,Zlota Bila,continuation,Пирамида с продолжением,101634,Ефаненков,Анатолий,Ефаненков Анатолий,POL,Варшава,9-16,10.0,https://tournamentservice.net/embed/55755/standing,2026-08-25T13:39:06.880155+00:00
55755,2026-08-09,Zlota Bila,continuation,Пирамида с продолжением,76628,Комар,Евгений,Комар Евгений,UKR,Київ,9-16,10.0,https://tournamentservice.net/embed/55755/standing,2026-08-25T13:39:06.880155+00:00
55755,2026-08-09,Zlota Bila,continuation,Пирамида с продолжением,104756,Коробчинский,Игорь,Коробчинский Игорь,UKR,,9-16,10.0,https://tournamentservice.net/embed/55755/standing,2026-08-25T13:39:06.880155+00:00
55755,2026-08-09,Zlota Bila,continuation,Пирамида с продолжением,87816,Курчевский,Даниил,Курчевский Даниил,POL,,9-16,10.0,https://tournamentservice.net/embed/55755/standing,2026-08-25T13:39:06.880155+00:00
55755,2026-08-09,Zlota Bila,continuation,Пирамида с продолжением,97235,Сливинский,Андрей,Сливинский Андрей,POL,,9-16,10.0,https://tournamentservice.net/embed/55755/standing,2026-08-25T13:39:06.880155+00:00
55755,2026-08-09,Zlota Bila,continuation,Пирамида с продолжением,64943,Собачинский,Владислав,Собачинский Владислав,UKR,Кам'янець-Подільский,9-16,10.0,https://tournamentservice.net/embed/55755/standing,2026-08-25T13:39:06.880155+00:00
55755,2026-08-09,Zlota Bila,continuation,Пирамида с продолжением,87813,Polovko,Volodymyr,Polovko Volodymyr,POL,Warszawa,17-24,6.0,https://tournamentservice.net/embed/55755/standing,2026-08-25T13:39:06.880155+00:00
55755,2026-08-09,Zlota Bila,continuation,Пирамида с продолжением,5580,Данов,Илья,Данов Илья,UKR,Дніпро,17-24,6.0,https://tournamentservice.net/embed/55755/standing,2026-08-25T13:39:06.880155+00:00
