tournament_id,tournament_date,tournament_name,discipline,discipline_name,player_id,surname,given_name,player_name,country,city,place,points,source_url,scraped_at
54767,2026-04-25,Denisenko Cup. VI открытый турнир Zlota Bila. Призовой фонд 100% от взносов!!!,continuation,Пирамида с продолжением,33264,Білий,Любомир,Білий Любомир,UKR,Київ,1,43.5,https://tournamentservice.net/embed/54767/standing,2026-08-25T13:39:03.633973+00:00
54767,2026-04-25,Denisenko Cup. VI открытый турнир Zlota Bila. Призовой фонд 100% от взносов!!!,continuation,Пирамида с продолжением,7205,Гранкин,Ярослав,Гранкин Ярослав,UKR,Кривий Ріг,2,31.5,https://tournamentservice.net/embed/54767/standing,2026-08-25T13:39:03.633973+00:00
54767,2026-04-25,Denisenko Cup. VI открытый турнир Zlota Bila. Призовой фонд 100% от взносов!!!,continuation,Пирамида с продолжением,100907,Voronko,Daniil,Voronko Daniil,TBA,,3-4,25.5,https://tournamentservice.net/embed/54767/standing,2026-08-25T13:39:03.633973+00:00
54767,2026-04-25,Denisenko Cup. VI открытый турнир Zlota Bila. Призовой фонд 100% от взносов!!!,continuation,Пирамида с продолжением,45956,Бікметов,Максим,Бікметов Максим,UKR,Покровськ,3-4,25.5,https://tournamentservice.net/embed/54767/standing,2026-08-25T13:39:03.633973+00:00
54767,2026-04-25,Denisenko Cup. VI открытый турнир Zlota Bila. Призовой фонд 100% от взносов!!!,continuation,Пирамида с продолжением,100906,Pavlovich,Timofey,Pavlovich Timofey,TBA,,5-8,21.5,https://tournamentservice.net/embed/54767/standing,2026-08-25T13:39:03.633973+00:00
54767,2026-04-25,Denisenko Cup. VI открытый турнир Zlota Bila. Призовой фонд 100% от взносов!!!,continuation,Пирамида с продолжением,89057,Shmyrko,Bohdan,Shmyrko Bohdan,CZE,Praha,5-8,21.5,https://tournamentservice.net/embed/54767/standing,2026-08-25T13:39:03.633973+00:00
54767,2026-04-25,Denisenko Cup. VI открытый турнир Zlota Bila. Призовой фонд 100% от взносов!!!,continuation,Пирамида с продолжением,17811,Дементий,Данил,Дементий Данил,UKR,Бердянськ,5-8,21.5,https://tournamentservice.net/embed/54767/standing,2026-08-25T13:39:03.633973+00:00
54767,2026-04-25,Denisenko Cup. VI открытый турнир Zlota Bila. Призовой фонд 100% от взносов!!!,continuation,Пирамида с продолжением,90817,Денисенко,Игорь,Денисенко Игорь,ARE,Dubai,5-8,21.5,https://tournamentservice.net/embed/54767/standing,2026-08-25T13:39:03.633973+00:00
54767,2026-04-25,Denisenko Cup. VI открытый турнир Zlota Bila. Призовой фонд 100% от взносов!!!,continuation,Пирамида с продолжением,100908,Aksen,Vladislav,Aksen Vladislav,TBA,,9-16,19.5,https://tournamentservice.net/embed/54767/standing,2026-08-25T13:39:03.633973+00:00
54767,2026-04-25,Denisenko Cup. VI открытый турнир Zlota Bila. Призовой фонд 100% от взносов!!!,continuation,Пирамида с продолжением,96997,Klubkov,Dmytro,Klubkov Dmytro,POL,Warszawa,9-16,19.5,https://tournamentservice.net/embed/54767/standing,2026-08-25T13:39:03.633973+00:00
