tournament_id,tournament_date,match_id,round,round_name,match_number,player_a_id,player_a_name,player_a_score,player_b_id,player_b_name,player_b_score,table_number,started_at,ended_at,source_url
54379,2026-02-22,2839844,R1,Первый тур,2,101635,Марданов Хусейн,0,68408,Трачук Кірілл,2,01,2026-02-22T11:06:37+00:00,2026-02-22T11:38:32+00:00,https://tournamentservice.net/embed/54379/standing
54379,2026-02-22,2839845,R1,Первый тур,3,87672,Гезун Николай,2,41556,Крутов Алексей,0,8,2026-02-22T11:06:46+00:00,2026-02-22T12:01:35+00:00,https://tournamentservice.net/embed/54379/standing
54379,2026-02-22,2839846,R1,Первый тур,4,64943,Собачинский Владислав,2,97675,Бугаєць Роман,1,02,2026-02-22T11:06:59+00:00,2026-02-22T12:08:32+00:00,https://tournamentservice.net/embed/54379/standing
54379,2026-02-22,2839848,R1,Первый тур,6,1559,Десятник Виталий,1,87671,Скукіс Володимир,2,3,2026-02-22T11:07:07+00:00,2026-02-22T11:57:34+00:00,https://tournamentservice.net/embed/54379/standing
54379,2026-02-22,2839849,R1,Первый тур,7,99069,Сидоров Алексей,1,87908,Тихонов Роман,2,4,2026-02-22T11:07:15+00:00,2026-02-22T12:31:54+00:00,https://tournamentservice.net/embed/54379/standing
54379,2026-02-22,2839852,R1,Первый тур,10,94439,Дмитрюк Андрій,2,41555,Черный Роман,0,5,2026-02-22T11:07:24+00:00,2026-02-22T11:42:10+00:00,https://tournamentservice.net/embed/54379/standing
54379,2026-02-22,2839853,R1,Первый тур,11,101634,Ефаненков Анатолий,0,8601,Криворучко Андрей,2,9,2026-02-22T11:08:13+00:00,2026-02-22T11:57:01+00:00,https://tournamentservice.net/embed/54379/standing
54379,2026-02-22,2839856,R1,Первый тур,14,38885,Бурлака Валерій,2,88077,Ярчевский Эдуард,0,6,2026-02-22T11:07:34+00:00,2026-02-22T12:04:16+00:00,https://tournamentservice.net/embed/54379/standing
54379,2026-02-22,2839857,R1,Первый тур,15,93993,Кравчук Евгений,0,79229,Лобов Максим,2,010,2026-02-22T11:07:55+00:00,2026-02-22T11:51:01+00:00,https://tournamentservice.net/embed/54379/standing
54379,2026-02-22,2839859,WB1,"Верхняя сетка, тур 1",17,43938,Таланенко Олександр,1,68408,Трачук Кірілл,2,01,2026-02-22T11:52:36+00:00,2026-02-22T12:20:47+00:00,https://tournamentservice.net/embed/54379/standing
