tournament_id,tournament_date,match_id,round,round_name,match_number,player_a_id,player_a_name,player_a_score,player_b_id,player_b_name,player_b_score,table_number,started_at,ended_at,source_url
55931,2026-08-23,2919078,R1,Первый тур,2,26032,Попов Олександр,3,99887,Papou Vlodimir,1,1,2026-08-23T09:09:45+00:00,2026-08-23T10:47:42+00:00,https://tournamentservice.net/embed/55931/standing
55931,2026-08-23,2919079,R1,Первый тур,3,89180,Лапко Алексей,3,41555,Черный Роман,0,2,2026-08-23T09:09:52+00:00,2026-08-23T10:18:52+00:00,https://tournamentservice.net/embed/55931/standing
55931,2026-08-23,2919082,R1,Первый тур,6,103427,Янченко Артем,0,1559,Десятник Виталий,3,3,2026-08-23T09:10:03+00:00,2026-08-23T09:54:40+00:00,https://tournamentservice.net/embed/55931/standing
55931,2026-08-23,2919083,R1,Первый тур,7,97675,Бугаєць Роман,3,41556,Крутов Алексей,0,4,2026-08-23T09:10:09+00:00,2026-08-23T10:53:25+00:00,https://tournamentservice.net/embed/55931/standing
55931,2026-08-23,2919086,R1,Первый тур,10,102379,Безуглый Максим,1,76085,Гайдеров Максим,3,5,2026-08-23T09:10:19+00:00,2026-08-23T10:28:04+00:00,https://tournamentservice.net/embed/55931/standing
55931,2026-08-23,2919087,R1,Первый тур,11,89467,Діденко Геннадій,1,5580,Данов Илья,3,6,2026-08-23T09:10:25+00:00,2026-08-23T10:43:50+00:00,https://tournamentservice.net/embed/55931/standing
55931,2026-08-23,2919090,R1,Первый тур,14,94439,Дмитрюк Андрій,3,49300,Вечтомов Александр,0,9,2026-08-23T09:10:36+00:00,2026-08-23T10:15:35+00:00,https://tournamentservice.net/embed/55931/standing
55931,2026-08-23,2919091,R1,Первый тур,15,97445,Кепич Тарас,0,10481,Баблюк Евгений,3,10,2026-08-23T09:10:46+00:00,2026-08-23T10:03:59+00:00,https://tournamentservice.net/embed/55931/standing
55931,2026-08-23,2919093,WB1,"Верхняя сетка, тур 1",17,64943,Собачинский Владислав,3,26032,Попов Олександр,1,1,2026-08-23T10:47:47+00:00,2026-08-23T12:12:47+00:00,https://tournamentservice.net/embed/55931/standing
55931,2026-08-23,2919094,WB1,"Верхняя сетка, тур 1",18,89180,Лапко Алексей,3,87908,Тихонов Роман,0,2,2026-08-23T10:18:58+00:00,2026-08-23T11:12:14+00:00,https://tournamentservice.net/embed/55931/standing
55931,2026-08-23,2919095,WB1,"Верхняя сетка, тур 1",19,87813,Polovko Volodymyr,3,1559,Десятник Виталий,1,3,2026-08-23T09:54:46+00:00,2026-08-23T11:10:02+00:00,https://tournamentservice.net/embed/55931/standing
55931,2026-08-23,2919096,WB1,"Верхняя сетка, тур 1",20,97675,Бугаєць Роман,1,43938,Таланенко Олександр,3,4,2026-08-23T10:53:30+00:00,2026-08-23T12:34:37+00:00,https://tournamentservice.net/embed/55931/standing
55931,2026-08-23,2919097,WB1,"Верхняя сетка, тур 1",21,97235,Сливинский Андрей,1,76085,Гайдеров Максим,3,5,2026-08-23T10:28:22+00:00,2026-08-23T11:55:16+00:00,https://tournamentservice.net/embed/55931/standing
55931,2026-08-23,2919098,WB1,"Верхняя сетка, тур 1",22,5580,Данов Илья,2,88075,Стельмах Даниил,3,6,2026-08-23T10:43:56+00:00,2026-08-23T13:00:03+00:00,https://tournamentservice.net/embed/55931/standing
55931,2026-08-23,2919099,WB1,"Верхняя сетка, тур 1",23,101635,Марданов Хусейн,1,94439,Дмитрюк Андрій,3,9,2026-08-23T10:15:41+00:00,2026-08-23T11:48:46+00:00,https://tournamentservice.net/embed/55931/standing
55931,2026-08-23,2919100,WB1,"Верхняя сетка, тур 1",24,10481,Баблюк Евгений,3,53373,Мієнко Олексій,1,10,2026-08-23T10:04:09+00:00,2026-08-23T11:50:38+00:00,https://tournamentservice.net/embed/55931/standing
55931,2026-08-23,2919061,LB2,"Нижняя сетка, тур 2",33,99887,Papou Vlodimir,0,53373,Мієнко Олексій,2,3,2026-08-23T11:51:32+00:00,2026-08-23T12:16:36+00:00,https://tournamentservice.net/embed/55931/standing
55931,2026-08-23,2919062,LB2,"Нижняя сетка, тур 2",34,41555,Черный Роман,2,101635,Марданов Хусейн,1,9,2026-08-23T11:49:09+00:00,2026-08-23T12:55:16+00:00,https://tournamentservice.net/embed/55931/standing
55931,2026-08-23,2919063,LB2,"Нижняя сетка, тур 2",35,103427,Янченко Артем,1,5580,Данов Илья,2,6,2026-08-23T13:00:59+00:00,2026-08-23T14:25:41+00:00,https://tournamentservice.net/embed/55931/standing
55931,2026-08-23,2919064,LB2,"Нижняя сетка, тур 2",36,41556,Крутов Алексей,1,97235,Сливинский Андрей,2,5,2026-08-23T11:55:22+00:00,2026-08-23T12:37:45+00:00,https://tournamentservice.net/embed/55931/standing
55931,2026-08-23,2919065,LB2,"Нижняя сетка, тур 2",37,102379,Безуглый Максим,2,97675,Бугаєць Роман,1,4,2026-08-23T12:35:22+00:00,2026-08-23T14:12:34+00:00,https://tournamentservice.net/embed/55931/standing
